Sample_#,CAMPUS,YEAR_x,CNAME_x,DNAME_x,e1_all_docs_n,e1_all_unsatgl_rm,e1_all_approgl_rm,e1_all_meetsgl_rm,e1_all_mastrgl_rm,YEAR_y,CNAME_y,DNAME_y,e2_all_docs_n,e2_all_unsatgl_rm,e2_all_approgl_rm,e2_all_meetsgl_rm,e2_all_mastrgl_rm
669,71909011,17,PEBBLE HILLS H,SOCORRO ISD,782,39,61,41,4,18,PEBBLE HILLS H,SOCORRO ISD,736,31,69,53,6
670,72801001,17,PREMIER H S OF,PREMIER HIGH SC,15,53,47,27,7,18,PREMIER H S OF,PREMIER HIGH SC,11,73,27,27,0
671,72801101,17,PREMIER H S OF,PREMIER HIGH SC,20,30,70,50,0,18,PREMIER H S OF,PREMIER HIGH SC,30,17,83,73,7
672,72801102,17,PREMIER H S AME,PREMIER HIGH SC,16,75,25,6,0,18,PREMIER H S AME,PREMIER HIGH SC,11,64,36,27,0
673,72801103,17,PREMIER H S OF,PREMIER HIGH SC,21,55,45,15,0,18,PREMIER H S OF,PREMIER HIGH SC,22,33,67,43,5
674,72801104,17,PREMIER H S OF,PREMIER HIGH SC,24,75,25,4,0,18,PREMIER H S OF,PREMIER HIGH SC,13,23,77,62,8
675,72801107,17,PREMIER H S OF,PREMIER HIGH SC,15,73,27,7,7,18,PREMIER H S OF,PREMIER HIGH SC,14,57,43,29,0
676,72801108,17,PREMIER H S OF,PREMIER HIGH SC,8,63,38,13,0,18,PREMIER H S OF,PREMIER HIGH SC,21,76,24,10,0
677,72801109,17,PREMIER H S OF,PREMIER HIGH SC,30,67,33,13,0,18,PREMIER H S OF,PREMIER HIGH SC,27,70,30,15,0
678,72801110,17,PREMIER H S OF,PREMIER HIGH SC,13,62,38,15,0,18,PREMIER H S OF,PREMIER HIGH SC,22,43,57,33,0
679,72801112,17,PREMIER H S OF,PREMIER HIGH SC,20,35,65,40,0,18,PREMIER H S OF,PREMIER HIGH SC,26,64,36,24,0
680,72801113,17,PREMIER H S OF,PREMIER HIGH SC,13,50,50,25,0,18,PREMIER H S OF,PREMIER HIGH SC,15,47,53,53,7
681,72801115,17,PREMIER H S OF,PREMIER HIGH SC,18,67,33,33,0,18,PREMIER H S OF,PREMIER HIGH SC,24,54,46,29,0
682,72801116,17,PREMIER H S OF,PREMIER HIGH SC,11,73,27,9,0,18,PREMIER H S OF,PREMIER HIGH SC,12,58,42,17,0
683,72801117,17,PREMIER H S OF,PREMIER HIGH SC,15,53,47,33,0,18,PREMIER H S SAN,PREMIER HIGH SC,12,50,50,33,0
684,72801118,17,PREMIER H S OF,PREMIER HIGH SC,11,82,18,9,0,18,PREMIER H S OF,PREMIER HIGH SC,12,80,20,10,0
685,72801121,17,PREMIER H S OF,PREMIER HIGH SC,20,45,55,25,0,18,PREMIER H S OF,PREMIER HIGH SC,28,56,44,15,4
686,72801128,17,PREMIER H S OF,PREMIER HIGH SC,13,54,46,15,8,18,PREMIER H S OF,PREMIER HIGH SC,8,29,71,57,0
687,72801129,17,PREMIER H S OF,PREMIER HIGH SC,15,83,17,17,0,18,PREMIER H S OF,PREMIER HIGH SC,27,75,25,19,0
688,72801130,17,PREMIER H S OF,PREMIER HIGH SC,9,38,63,38,25,18,PREMIER H S OF,PREMIER HIGH SC,14,38,62,31,0
689,72801131,17,PREMIER H S OF,PREMIER HIGH SC,10,80,20,10,0,18,PREMIER H S OF,PREMIER HIGH SC,13,62,38,15,0
690,72801135,17,PREMIER H S OF,PREMIER HIGH SC,6,17,83,50,17,18,PREMIER H S OF,PREMIER HIGH SC,3,,,,
691,72801136,17,PREMIER H S OF,PREMIER HIGH SC,17,35,65,18,0,18,PREMIER H S OF,PREMIER HIGH SC,17,41,59,47,0
692,72801137,17,PREMIER H S OF,PREMIER HIGH SC,14,43,57,50,0,18,PREMIER H S OF,PREMIER HIGH SC,25,52,48,35,0
693,72801138,17,PREMIER H S OF,PREMIER HIGH SC,7,29,71,29,0,18,PREMIER H S OF,PREMIER HIGH SC,28,61,39,21,0
694,72801139,17,PREMIER H S OF,PREMIER HIGH SC,6,67,33,33,0,18,PREMIER H S OF,PREMIER HIGH SC,13,46,54,38,0
695,72801141,17,PREMIER H S OF,PREMIER HIGH SC,8,38,63,38,13,18,PREMIER H S OF,PREMIER HIGH SC,10,40,60,40,0
696,72801142,17,PREMIER H S OF,PREMIER HIGH SC,25,71,29,17,0,18,PREMIER H S OF,PREMIER HIGH SC,29,38,62,41,3
697,72801143,17,PREMIER H S OF,PREMIER HIGH SC,13,85,15,0,0,18,PREMIER H S OF,PREMIER HIGH SC,21,75,25,13,0
698,72801144,17,PREMIER H S OF,PREMIER HIGH SC,11,67,33,11,0,18,PREMIER H S OF,PREMIER HIGH SC,18,56,44,22,6
699,72801145,17,TEXAS VIRTUAL A,PREMIER HIGH SC,683,51,49,33,4,18,TEXAS VIRTUAL A,PREMIER HIGH SC,744,35,65,45,5
700,72801146,17,PREMIER HIGH SC,PREMIER HIGH SC,20,80,20,5,0,18,PREMIER HIGH SC,PREMIER HIGH SC,23,57,43,35,4
701,72801147,17,PREMIER H S OF,PREMIER HIGH SC,17,35,65,24,0,18,PREMIER H S OF,PREMIER HIGH SC,9,33,67,44,0
702,72801148,17,PREMIER H S OF,PREMIER HIGH SC,14,31,69,62,0,18,PREMIER H S OF,PREMIER HIGH SC,18,38,63,44,6
703,72802001,17,HUSTON ACADEMY,ERATH EXCELS AC,15,64,36,14,0,18,HUSTON ACADEMY,ERATH EXCELS AC,16,36,64,43,0
704,72802002,17,SHORELINE ACADE,ERATH EXCELS AC,38,83,17,8,0,18,SHORELINE ACADE,ERATH EXCELS AC,17,65,35,18,0
705,72902001,17,DUBLIN H S,DUBLIN ISD,112,40,60,50,5,18,DUBLIN H S,DUBLIN ISD,102,25,75,63,8
706,72903001,17,STEPHENVILLE H,STEPHENVILLE IS,340,28,72,56,8,18,STEPHENVILLE H,STEPHENVILLE IS,291,18,82,70,9
707,72908001,17,HUCKABAY SCHOOL,HUCKABAY ISD,15,33,67,60,13,18,HUCKABAY SCHOOL,HUCKABAY ISD,17,29,71,59,18
708,72909001,17,LINGLEVILLE SCH,LINGLEVILLE ISD,20,30,70,35,0,18,LINGLEVILLE SCH,LINGLEVILLE ISD,17,24,76,65,0
709,73901001,17,CHILTON SCHOOL,CHILTON ISD,49,69,31,12,2,18,CHILTON SCHOOL,CHILTON ISD,52,38,62,33,0
710,73903001,17,MARLIN H S,MARLIN ISD,92,64,36,15,0,18,MARLIN H S,MARLIN ISD,72,57,43,26,1
711,73903004,17,SUCCESS ACADEMY,MARLIN ISD,10,100,0,0,0,18,SUCCESS ACADEMY,MARLIN ISD,9,100,0,0,0
712,73905001,17,ROSEBUD-LOTT H,ROSEBUD-LOTT IS,74,49,51,30,1,18,ROSEBUD-LOTT H,ROSEBUD-LOTT IS,57,28,72,53,2
713,74903001,17,BONHAM H S,BONHAM ISD,151,51,49,33,2,18,BONHAM H S,BONHAM ISD,143,45,55,43,4
714,74904001,17,DODD CITY SCHOO,DODD CITY ISD,32,28,72,66,9,18,DODD CITY SCHOO,DODD CITY ISD,28,14,86,79,11
715,74905001,17,ECTOR H S,ECTOR ISD,26,27,73,65,8,18,ECTOR H S,ECTOR ISD,27,15,85,52,4
716,74907001,17,HONEY GROVE H S,HONEY GROVE ISD,65,28,72,54,5,18,HONEY GROVE H S,HONEY GROVE ISD,64,28,72,55,9
717,74909001,17,LEONARD H S,LEONARD ISD,73,47,53,34,3,18,LEONARD H S,LEONARD ISD,67,37,63,43,5
718,74911001,17,SAVOY H S,SAVOY ISD,24,21,79,63,4,18,SAVOY H S,SAVOY ISD,24,13,88,63,13
719,74912001,17,TRENTON H S,TRENTON ISD,42,31,69,52,2,18,TRENTON H S,TRENTON ISD,38,42,58,45,8
720,74917001,17,RAYBURN H S,SAM RAYBURN ISD,38,29,71,55,5,18,RAYBURN H S,SAM RAYBURN ISD,37,19,81,68,3
721,75901001,17,FLATONIA SECOND,FLATONIA ISD,33,30,70,55,9,18,FLATONIA SECOND,FLATONIA ISD,34,24,76,65,9
722,75901103,17,WHISPERING HILL,FLATONIA ISD,1,,,,,18,WHISPERING HILL,FLATONIA ISD,3,,,,
723,75902001,17,LA GRANGE H S,LA GRANGE ISD,187,33,67,49,7,18,LA GRANGE H S,LA GRANGE ISD,169,27,73,59,8
724,75903001,17,SCHULENBURG SEC,SCHULENBURG ISD,72,35,65,46,11,18,SCHULENBURG SEC,SCHULENBURG ISD,70,32,68,46,10
725,75906001,17,FAYETTEVILLE SC,FAYETTEVILLE IS,23,9,91,74,9,18,FAYETTEVILLE SC,FAYETTEVILLE IS,24,4,96,79,8
726,75908001,17,ROUND TOP-CARMI,ROUND TOP-CARMI,25,28,72,44,8,18,ROUND TOP-CARMI,ROUND TOP-CARMI,23,26,74,61,13
727,76903001,17,ROBY H S,ROBY CISD,21,19,81,71,14,18,ROBY H S,ROBY CISD,24,13,88,79,29
728,76904001,17,ROTAN H S,ROTAN ISD,24,54,46,33,4,18,ROTAN H S,ROTAN ISD,27,33,67,56,0
729,77901001,17,FLOYDADA H S,FLOYDADA ISD,55,47,53,29,4,18,FLOYDADA H S,FLOYDADA ISD,46,40,60,44,0
730,77901003,17,P A C,FLOYDADA ISD,3,,,,,18,P A C,FLOYDADA ISD,3,,,,
731,77902001,17,LOCKNEY H S,LOCKNEY ISD,40,58,43,23,0,18,LOCKNEY H S,LOCKNEY ISD,41,54,46,34,2
732,78901001,17,CROWELL SCHOOL,CROWELL ISD,20,45,55,30,0,18,CROWELL SCHOOL,CROWELL ISD,24,42,58,29,0
733,79901001,17,LAMAR CONS H S,LAMAR CISD,570,44,56,38,6,18,LAMAR CONS H S,LAMAR CISD,513,41,59,43,4
734,79901002,17,B F TERRY H S,LAMAR CISD,712,46,54,34,3,18,B F TERRY H S,LAMAR CISD,674,36,64,46,6
735,79901003,17,FOSTER H S,LAMAR CISD,539,21,79,64,15,18,FOSTER H S,LAMAR CISD,554,17,83,69,20
736,79901009,17,GEORGE RANCH H,LAMAR CISD,684,15,85,72,23,18,GEORGE RANCH H,LAMAR CISD,677,14,86,76,22
737,79901010,17,FULSHEAR H S,LAMAR CISD,233,23,77,64,15,18,FULSHEAR H S,LAMAR CISD,277,22,78,68,16
738,79901133,17,JUVENILE DETENT,LAMAR CISD,20,88,13,0,0,18,JUVENILE DETENT,LAMAR CISD,10,50,50,13,0
739,79906001,17,NEEDVILLE H S,NEEDVILLE ISD,289,28,72,57,14,18,NEEDVILLE H S,NEEDVILLE ISD,290,15,85,67,11
740,79907001,17,DULLES H S,FORT BEND ISD,721,20,80,68,22,18,DULLES H S,FORT BEND ISD,714,21,79,68,20
741,79907002,17,WILLOWRIDGE H S,FORT BEND ISD,512,54,46,24,2,18,WILLOWRIDGE H S,FORT BEND ISD,438,49,51,31,2
742,79907004,17,CLEMENTS H S,FORT BEND ISD,662,8,92,86,42,18,CLEMENTS H S,FORT BEND ISD,686,9,91,86,39
743,79907005,17,KEMPNER H S,FORT BEND ISD,621,30,70,51,11,18,KEMPNER H S,FORT BEND ISD,612,28,72,58,13
744,79907006,17,LAWRENCE E ELKI,FORT BEND ISD,630,19,81,66,23,18,LAWRENCE E ELKI,FORT BEND ISD,644,18,82,67,17
745,79907007,17,STEPHEN F AUSTI,FORT BEND ISD,555,15,85,73,25,18,STEPHEN F AUSTI,FORT BEND ISD,574,14,86,76,22
746,79907008,17,HIGHTOWER H S,FORT BEND ISD,683,41,59,44,7,18,HIGHTOWER H S,FORT BEND ISD,602,32,68,51,6
747,79907011,17,GEORGE BUSH H S,FORT BEND ISD,769,39,61,42,5,18,GEORGE BUSH H S,FORT BEND ISD,731,32,68,51,6
748,79907012,17,THURGOOD MARSHA,FORT BEND ISD,444,54,46,22,1,18,THURGOOD MARSHA,FORT BEND ISD,415,50,50,31,2
749,79907013,17,WILLIAM B TRAVI,FORT BEND ISD,687,17,83,70,14,18,WILLIAM B TRAVI,FORT BEND ISD,684,15,85,75,18
750,79907016,17,RIDGE POINT H S,FORT BEND ISD,722,20,80,68,22,18,RIDGE POINT H S,FORT BEND ISD,713,17,83,74,21
751,79910001,17,STAFFORD H S,STAFFORD MSD,376,39,61,40,5,18,STAFFORD H S,STAFFORD MSD,335,40,60,41,5
752,80901001,17,MT VERNON H S,MOUNT VERNON IS,132,37,63,47,6,18,MT VERNON H S,MOUNT VERNON IS,141,31,69,52,8
753,81902002,17,FAIRFIELD H S,FAIRFIELD ISD,148,7,93,91,17,18,FAIRFIELD H S,FAIRFIELD ISD,148,12,88,87,20
754,81904001,17,TEAGUE H S,TEAGUE ISD,108,31,69,44,1,18,TEAGUE H S,TEAGUE ISD,105,25,75,57,4
755,81904003,17,TEAGUE LION ACA,TEAGUE ISD,6,,,,,18,TEAGUE LION ACA,TEAGUE ISD,8,63,38,38,0
756,81905002,17,WORTHAM H S,WORTHAM ISD,36,31,69,42,3,18,WORTHAM H S,WORTHAM ISD,38,37,63,55,3
757,82902001,17,DILLEY H S,DILLEY ISD,103,58,42,21,0,18,DILLEY H S,DILLEY ISD,98,58,42,27,0
758,82903001,17,PEARSALL H S,PEARSALL ISD,263,63,38,21,3,18,PEARSALL H S,PEARSALL ISD,216,49,51,29,6
759,83901001,17,SEAGRAVES SCHOO,SEAGRAVES ISD,63,63,37,19,2,18,SEAGRAVES SCHOO,SEAGRAVES ISD,52,52,48,31,0
760,83902001,17,LOOP SCHOOL,LOOP ISD,12,17,83,75,8,18,LOOP SCHOOL,LOOP ISD,10,10,90,80,30
761,83903001,17,SEMINOLE H S,SEMINOLE ISD,224,41,59,46,4,18,SEMINOLE H S,SEMINOLE ISD,199,32,68,50,7
762,83903002,17,SEMINOLE SUCCES,SEMINOLE ISD,3,,,,,18,SEMINOLE SUCCES,SEMINOLE ISD,11,64,36,27,9
763,84802001,17,ODYSSEY ACADEMY,ODYSSEY ACADEMY,22,14,86,82,9,18,ODYSSEY ACADEMY,ODYSSEY ACADEMY,25,12,88,80,4
764,84802002,17,ODYSSEY ACADEMY,ODYSSEY ACADEMY,21,48,52,29,5,18,ODYSSEY ACADEMY,ODYSSEY ACADEMY,17,25,75,44,6
765,84901001,17,DICKINSON H S,DICKINSON ISD,930,44,56,38,4,18,DICKINSON H S,DICKINSON ISD,870,38,62,47,7
766,84901009,17,DICKINSON CONTI,DICKINSON ISD,4,,,,,18,DICKINSON CONTI,DICKINSON ISD,7,86,14,0,0
767,84901011,17,TRANSFORMING LI,DICKINSON ISD,4,,,,,18,TRANSFORMING LI,DICKINSON ISD,3,,,,
768,84901012,17,GALVESTON CO DE,DICKINSON ISD,9,88,13,13,0,18,GALVESTON CO DE,DICKINSON ISD,1,,,,
769,84902001,17,BALL H S,GALVESTON ISD,692,48,52,34,3,18,BALL H S,GALVESTON ISD,662,37,63,43,4
770,84902007,17,AIM COLLEGE & C,GALVESTON ISD,25,72,28,20,0,18,AIM COLLEGE & C,GALVESTON ISD,19,47,53,26,0
771,84903001,17,HIGH ISLAND SCH,HIGH ISLAND ISD,23,35,65,57,9,18,HIGH ISLAND SCH,HIGH ISLAND ISD,20,30,70,55,10
772,84906001,17,TEXAS CITY H S,TEXAS CITY ISD,699,51,49,31,3,18,TEXAS CITY H S,TEXAS CITY ISD,614,42,58,42,5
773,84906002,17,LA MARQUE H S,TEXAS CITY ISD,303,74,26,12,0,18,LA MARQUE H S,TEXAS CITY ISD,258,67,33,15,0
774,84908001,17,HITCHCOCK H S,HITCHCOCK ISD,150,60,40,21,1,18,HITCHCOCK H S,HITCHCOCK ISD,147,60,40,21,1
775,84909001,17,SANTA FE H S,SANTA FE ISD,503,44,56,39,5,18,SANTA FE H S,SANTA FE ISD,450,39,61,47,7
776,84910001,17,CLEAR CREEK H S,CLEAR CREEK ISD,718,33,67,53,13,18,CLEAR CREEK H S,CLEAR CREEK ISD,665,26,74,62,13
777,84910002,17,CLEAR LAKE H S,CLEAR CREEK ISD,613,21,79,64,20,18,CLEAR LAKE H S,CLEAR CREEK ISD,613,20,80,69,18
778,84910003,17,CLEAR BROOK H S,CLEAR CREEK ISD,637,27,73,60,15,18,CLEAR BROOK H S,CLEAR CREEK ISD,613,22,78,63,14
779,84910004,17,CLEAR VIEW H S,CLEAR CREEK ISD,47,51,49,40,0,18,CLEAR VIEW H S,CLEAR CREEK ISD,72,33,67,43,3
780,84910009,17,CLEAR SPRINGS H,CLEAR CREEK ISD,742,19,81,67,15,18,CLEAR SPRINGS H,CLEAR CREEK ISD,706,14,86,74,17
781,84910010,17,CLEAR HORIZONS,CLEAR CREEK ISD,122,7,93,86,22,18,CLEAR HORIZONS,CLEAR CREEK ISD,116,1,99,98,39
782,84910011,17,CLEAR FALLS H S,CLEAR CREEK ISD,693,19,81,70,16,18,CLEAR FALLS H S,CLEAR CREEK ISD,706,15,85,72,15
783,84911001,17,FRIENDSWOOD H S,FRIENDSWOOD ISD,545,14,86,77,23,18,FRIENDSWOOD H S,FRIENDSWOOD ISD,529,11,89,80,25
784,85902001,17,POST H S,POST ISD,66,51,49,28,5,18,POST H S,POST ISD,53,40,60,43,9
785,85902040,17,GARZA COUNTY RE,POST ISD,26,92,8,0,0,18,GARZA COUNTY RE,POST ISD,14,57,43,29,0
786,85903001,17,SOUTHLAND SCHOO,SOUTHLAND ISD,19,63,37,21,0,18,SOUTHLAND SCHOO,SOUTHLAND ISD,14,43,57,29,0
787,86901001,17,FREDERICKSBURG,FREDERICKSBURG,180,39,61,49,8,18,FREDERICKSBURG,FREDERICKSBURG,185,26,74,55,11
788,86901002,17,ALTER SCH,FREDERICKSBURG,5,,,,,18,ALTER SCH,FREDERICKSBURG,8,75,25,0,0
789,86902001,17,HARPER H S,HARPER ISD,53,19,81,60,8,18,HARPER H S,HARPER ISD,47,21,79,66,6
790,87901001,17,GARDEN CITY H S,GLASSCOCK COUNT,29,17,83,66,17,18,GARDEN CITY H S,GLASSCOCK COUNT,25,20,80,60,0
791,88902001,17,GOLIAD H S,GOLIAD ISD,133,44,56,37,4,18,GOLIAD H S,GOLIAD ISD,124,44,56,41,2
792,89901001,17,GONZALES H S,GONZALES ISD,286,55,45,32,4,18,GONZALES H S,GONZALES ISD,274,46,54,38,2
793,89903001,17,NIXON-SMILEY H,NIXON-SMILEY CI,84,43,57,33,1,18,NIXON-SMILEY H,NIXON-SMILEY CI,81,36,64,44,4
794,89905102,17,WAELDER SCHOOL,WAELDER ISD,33,61,39,6,0,18,WAELDER SCHOOL,WAELDER ISD,29,45,55,38,0
795,90902001,17,LEFORS SCHOOL,LEFORS ISD,19,32,68,47,5,18,LEFORS SCHOOL,LEFORS ISD,10,50,50,50,10
796,90903001,17,MCLEAN SCHOOL,MCLEAN ISD,17,35,65,47,0,18,MCLEAN SCHOOL,MCLEAN ISD,16,31,69,50,0
797,90904001,17,PAMPA H S,PAMPA ISD,358,54,46,30,2,18,PAMPA H S,PAMPA ISD,298,41,59,44,3
798,90904002,17,P L C-PAMPA LEA,PAMPA ISD,7,71,29,0,0,18,P L C-PAMPA LEA,PAMPA ISD,20,50,50,33,0
799,91901001,17,BELLS H S,BELLS ISD,71,27,73,55,10,18,BELLS H S,BELLS ISD,72,18,82,63,8
800,91902001,17,COLLINSVILLE H,COLLINSVILLE IS,44,31,69,62,7,18,COLLINSVILLE H,COLLINSVILLE IS,48,27,73,56,4
801,91903001,17,DENISON H S,DENISON ISD,406,44,56,41,7,18,DENISON H S,DENISON ISD,362,31,69,51,7
802,91903002,17,PATHWAYS H S,DENISON ISD,3,,,,,18,PATHWAYS H S,DENISON ISD,7,86,14,0,0
803,91905001,17,HOWE H S,HOWE ISD,76,20,80,65,8,18,HOWE H S,HOWE ISD,83,23,77,68,14
804,91906002,17,SHERMAN H S,SHERMAN ISD,603,44,56,39,7,18,SHERMAN H S,SHERMAN ISD,526,37,63,51,9
805,91906004,17,COOKE/FANNIN/GR,SHERMAN ISD,31,57,43,17,0,18,COOKE/FANNIN/GR,SHERMAN ISD,15,60,40,33,0
806,91906035,17,TRI CO JUVENILE,SHERMAN ISD,8,88,13,0,0,18,TRI CO JUVENILE,SHERMAN ISD,5,,,,
807,91906037,17,PERRIN LEARNING,SHERMAN ISD,10,86,14,0,0,18,PERRIN LEARNING,SHERMAN ISD,21,63,38,19,0
808,91907101,17,TIOGA SCHOOL,TIOGA ISD,38,16,84,71,11,18,TIOGA SCHOOL,TIOGA ISD,44,9,91,75,16
809,91908001,17,VAN ALSTYNE H S,VAN ALSTYNE ISD,126,12,88,73,12,18,VAN ALSTYNE H S,VAN ALSTYNE ISD,130,6,94,87,17
810,91909001,17,WHITESBORO H S,WHITESBORO ISD,127,31,69,49,9,18,WHITESBORO H S,WHITESBORO ISD,116,24,76,58,10
811,91910001,17,WHITEWRIGHT H S,WHITEWRIGHT ISD,79,23,77,58,9,18,WHITEWRIGHT H S,WHITEWRIGHT ISD,84,18,82,64,11
812,91913001,17,POTTSBORO H S,POTTSBORO ISD,124,22,78,62,14,18,POTTSBORO H S,POTTSBORO ISD,122,16,84,71,11
813,91914001,17,S AND S CONS H,S AND S CISD,81,54,46,43,9,18,S AND S CONS H,S AND S CISD,70,31,69,59,4
814,91917001,17,GUNTER H S,GUNTER ISD,87,21,79,69,11,18,GUNTER H S,GUNTER ISD,94,21,79,60,12
815,91918001,17,TOM BEAN H S,TOM BEAN ISD,59,40,60,41,2,18,TOM BEAN H S,TOM BEAN ISD,55,37,63,33,0
816,92801001,17,DAN CHADWICK CA,EAST TEXAS CHAR,33,61,39,24,3,18,DAN CHADWICK CA,EAST TEXAS CHAR,56,38,63,48,2
817,92901001,17,GLADEWATER H S,GLADEWATER ISD,159,57,43,28,3,18,GLADEWATER H S,GLADEWATER ISD,136,34,66,48,4
818,92902002,17,KILGORE H S,KILGORE ISD,364,42,58,41,5,18,KILGORE H S,KILGORE ISD,316,36,64,47,5
819,92903001,17,LONGVIEW H S,LONGVIEW ISD,711,34,66,43,5,18,LONGVIEW H S,LONGVIEW ISD,682,32,68,48,8
820,92903004,17,LEAD ACADEMY H,LONGVIEW ISD,58,69,31,19,0,18,LEAD ACADEMY H,LONGVIEW ISD,83,75,25,13,0
821,92903200,17,JUVENILE DETENT,LONGVIEW ISD,7,83,17,0,0,18,JUVENILE DETENT,LONGVIEW ISD,2,,,,
822,92904001,17,PINE TREE H S,PINE TREE ISD,388,43,57,35,5,18,PINE TREE H S,PINE TREE ISD,379,35,65,46,5
823,92904003,17,EXCEL H S OF CH,PINE TREE ISD,19,68,32,11,0,18,EXCEL H S OF CH,PINE TREE ISD,20,80,20,5,0
824,92906002,17,SABINE H S,SABINE ISD,119,25,75,59,14,18,SABINE H S,SABINE ISD,122,23,77,59,12
825,92907001,17,SPRING HILL H S,SPRING HILL ISD,163,15,85,64,9,18,SPRING HILL H S,SPRING HILL ISD,155,21,79,68,8
826,92908001,17,WHITE OAK H S,WHITE OAK ISD,98,13,87,78,20,18,WHITE OAK H S,WHITE OAK ISD,99,16,84,75,18
827,93901001,17,ANDERSON-SHIRO,ANDERSON-SHIRO,76,40,60,43,3,18,ANDERSON-SHIRO,ANDERSON-SHIRO,71,25,75,54,3
828,93903001,17,IOLA H S,IOLA ISD,35,14,86,74,20,18,IOLA H S,IOLA ISD,36,8,92,86,25
829,93904002,17,NAVASOTA H S,NAVASOTA ISD,258,54,46,27,1,18,NAVASOTA H S,NAVASOTA ISD,237,40,60,49,5
830,93904005,17,W B BIZZELL ACA,NAVASOTA ISD,8,75,25,0,0,18,W B BIZZELL ACA,NAVASOTA ISD,14,69,31,15,0
831,93905001,17,RICHARDS H S,RICHARDS ISD,23,57,43,39,0,18,RICHARDS H S,RICHARDS ISD,23,35,65,57,0
832,94901001,17,SEGUIN H S,SEGUIN ISD,719,53,47,32,3,18,SEGUIN H S,SEGUIN ISD,638,49,51,35,3
833,94901002,17,MERCER & BLUMBE,SEGUIN ISD,13,69,31,8,0,18,MERCER & BLUMBE,SEGUIN ISD,25,80,20,4,0
834,94901112,17,JUVENILE DETENT,SEGUIN ISD,9,78,22,11,0,18,JUVENILE DETENT,SEGUIN ISD,10,67,33,22,0
835,94902001,17,SAMUEL CLEMENS,SCHERTZ-CIBOLO-,789,29,71,56,11,18,SAMUEL CLEMENS,SCHERTZ-CIBOLO-,720,20,80,66,13
836,94902002,17,ALLISON L STEEL,SCHERTZ-CIBOLO-,8,88,13,0,0,18,ALLISON L STEEL,SCHERTZ-CIBOLO-,20,70,30,10,0
837,94902003,17,BYRON P STEELE,SCHERTZ-CIBOLO-,665,19,81,67,12,18,BYRON P STEELE,SCHERTZ-CIBOLO-,670,16,84,72,13
838,94903001,17,NAVARRO H S,NAVARRO ISD,175,28,72,54,10,18,NAVARRO H S,NAVARRO ISD,161,19,81,60,13
839,94904001,17,MARION H S,MARION ISD,129,33,67,49,5,18,MARION H S,MARION ISD,129,27,73,60,7
840,95901001,17,ABERNATHY H S,ABERNATHY ISD,71,18,82,62,8,18,ABERNATHY H S,ABERNATHY ISD,69,16,84,66,6
841,95902001,17,COTTON CENTER S,COTTON CENTER I,8,13,88,63,13,18,COTTON CENTER S,COTTON CENTER I,9,11,89,78,22
842,95903001,17,HALE CENTER H S,HALE CENTER ISD,49,37,63,37,2,18,HALE CENTER H S,HALE CENTER ISD,46,26,74,52,2
843,95904001,17,PETERSBURG SCHO,PETERSBURG ISD,21,33,67,33,10,18,PETERSBURG SCHO,PETERSBURG ISD,20,40,60,50,10
844,95905001,17,PLAINVIEW H S,PLAINVIEW ISD,491,39,61,40,6,18,PLAINVIEW H S,PLAINVIEW ISD,427,33,67,48,8
845,95905002,17,ASH H S,PLAINVIEW ISD,28,93,7,0,0,18,ASH H S,PLAINVIEW ISD,39,73,27,5,0
846,95905004,17,HALE COUNTY JJA,PLAINVIEW ISD,3,,,,,18,HALE COUNTY JJA,PLAINVIEW ISD,17,69,31,25,0
847,96904001,17,MEMPHIS H S,MEMPHIS ISD,45,42,58,27,2,18,MEMPHIS H S,MEMPHIS ISD,49,39,61,47,2
848,96905001,17,VALLEY SCHOOL,TURKEY-QUITAQUE,15,40,60,53,27,18,VALLEY SCHOOL,TURKEY-QUITAQUE,15,40,60,47,20
849,97902001,17,HAMILTON H S,HAMILTON ISD,68,45,55,40,7,18,HAMILTON H S,HAMILTON ISD,69,49,51,40,7
850,97903001,17,HICO H S,HICO ISD,46,24,76,70,7,18,HICO H S,HICO ISD,51,24,76,59,4
851,98901001,17,GRUVER H S,GRUVER ISD,39,21,79,72,23,18,GRUVER H S,GRUVER ISD,39,18,82,82,8
852,98904001,17,SPEARMAN H S,SPEARMAN ISD,70,27,73,56,7,18,SPEARMAN H S,SPEARMAN ISD,72,29,71,53,3
853,99902001,17,CHILLICOTHE H S,CHILLICOTHE ISD,20,45,55,45,0,18,CHILLICOTHE H S,CHILLICOTHE ISD,24,46,54,50,0
854,99903001,17,QUANAH H S,QUANAH ISD,50,27,73,39,2,18,QUANAH H S,QUANAH ISD,49,22,78,51,2
855,100903002,17,KOUNTZE H S,KOUNTZE ISD,101,40,60,42,7,18,KOUNTZE H S,KOUNTZE ISD,97,45,55,45,5
856,100904001,17,SILSBEE H S,SILSBEE ISD,222,44,56,39,3,18,SILSBEE H S,SILSBEE ISD,204,39,61,50,5
857,100905001,17,HARDIN-JEFFERSO,HARDIN-JEFFERSO,200,20,81,68,13,18,HARDIN-JEFFERSO,HARDIN-JEFFERSO,193,12,88,76,15
858,100907001,17,LUMBERTON H S,LUMBERTON ISD,336,27,73,55,4,18,LUMBERTON H S,LUMBERTON ISD,299,26,74,61,7
859,100908001,17,WEST HARDIN H S,WEST HARDIN COU,53,42,58,37,0,18,WEST HARDIN H S,WEST HARDIN COU,52,38,62,42,0
