FID,SDLEA10,NAME,NAME2,E1E2_STAAR,DISTRICT_N,DISTRICT,DISTRICT_C,NCES_DISTR,COLOR,Shape_area,Shape_len,Shape__Area,Shape__Length
994,19530,Forestburg ISD,Forestburg,-5,169910,169-910,169910,4819530,4,329639252,117728.6869,476954913.6,141639.3268
623,19560,Forney ISD,Forney,2,129902,129-902,129902,4819560,1,210424543.7,73974.08148,299291602.7,88262.91543
248,19620,Forsan ISD,Forsan,-5,114904,114-904,114904,4819620,2,539978543.7,154683.5722,758494539.7,183229.0027
786,19650,Fort Bend ISD,Fort Bend,1,79907,079-907,79907,4819650,7,438067167.1,145074.7773,583214289.6,167408.382
232,20100,Fort Davis ISD,Fort Davis,-5,122901,122-901,122901,4820100,7,3522658065,291585.0523,4804380834,340379.5291
419,11400,Fort Elliott Cons ISD,Fort Elliott Cons,-5,242906,242-906,242906,4811400,2,1283537645,239010.1744,1941548596,293946.3209
200,20130,Fort Hancock ISD,Fort Hancock,-5,115901,115-901,115901,4820130,7,4410977650,311916.8862,6122820734,367673.7968
648,20160,Fort Sam Houston ISD,Fort Sam Houston,-5,15914,015-914,15914,4820160,6,13686456.12,22974.57568,18177749.17,26471.77595
375,20190,Fort Stockton ISD,Fort Stockton,-5,186902,186-902,186902,4820190,5,7811304805,449133.5179,10640384504,524399.0103
641,19700,Fort Worth ISD,Fort Worth,0,220905,220-905,220905,4819700,2,541990891.4,252231.0417,770614731,300790.2318
601,19740,Franklin ISD,Franklin,-5,198903,198-903,198903,4819740,4,1033456417,206781.5042,1418689908,242308.3936
840,19770,Frankston ISD,Frankston,-5,1904,001-904,1904,4819770,7,233526867.1,123115.6816,327183725.6,145716.5151
887,19840,Fredericksburg ISD,Fredericksburg,-5,86901,086-901,86901,4819840,4,1960160138,247516.9723,2649239709,287550.8937
701,19820,Freer ISD,Freer,-5,66903,066-903,66903,4819820,3,1059641318,195250.5169,1363138725,221411.6053
904,19830,Frenship ISD,Frenship,0,152907,152-907,152907,4819830,4,315504650,90960.28778,456368391.6,109478.8496
785,19950,Friendswood ISD,Friendswood,-5,84911,084-911,84911,4819950,5,42427404.88,43741.14812,56399529.41,50467.96
399,19980,Friona ISD,Friona,-5,185903,185-903,185903,4819980,5,899442265.8,202378.2609,1332723783,246365.2109
1011,20010,Frisco ISD,Frisco,1,43905,043-905,43905,4820010,7,193963553.1,79730.74694,278322934.8,95492.58369
857,20040,Frost ISD,Frost,-5,175905,175-905,175905,4820040,3,224316436.6,100426.7976,314369204.2,118867.7751
446,20070,Fruitvale ISD,Fruitvale,-5,234909,234-909,234909,4820070,2,75709245.03,53878.85973,107569922.1,64251.53018
595,20220,Gainesville ISD,Gainesville,-5,49901,049-901,49901,4820220,6,204091991.3,105412.7003,295818938.9,126925.8141
743,20250,Galena Park ISD,Galena Park,-1,101910,101-910,101910,4820250,4,87795376,68509.68149,117345307.6,79160.47534
616,20280,Galveston ISD,Galveston,0,84902,084-902,84902,4820280,3,1006768809,187976.4002,1333623792,216270.9683
296,20310,Ganado ISD,Ganado,-5,120902,120-902,120902,4820310,2,401645802.9,106174.0948,528492049.6,121796.7466
676,20340,Garland ISD,Garland,0,57909,057-909,57909,4820340,1,240883745.7,74801.94266,343891304,89379.48491
341,20370,Garner ISD,Garner,-5,184911,184-911,184911,4820370,6,131606955.6,76151.89576,187635826.8,90942.0887
114,20400,Garrison ISD,Garrison,-5,174903,174-903,174903,4820400,5,276925022.3,127518.0208,386116321,150540.8495
495,20460,Gary ISD,Gary,-5,183904,183-904,183904,4820460,5,173895750.6,85304.29903,243568526.3,100892.03
550,20500,Gatesville ISD,Gatesville,-5,50902,050-902,50902,4820500,3,1225045551,334011.4326,1694049215,392820.3617
308,20520,Gause ISD,Gause,-5,166902,166-902,166902,4820520,7,194085279.1,74056.43407,264838374.4,86525.52385
609,20550,George West ISD,George West,-5,149901,149-901,149901,4820550,2,1574185432,197213.3681,2039386796,224453.91
809,20600,Georgetown ISD,Georgetown,2,246904,246-904,246904,4820600,5,467656852.9,143604.3905,636856562.1,167558.9591
975,20610,Gholson ISD,Gholson,-5,161925,161-925,161925,4820610,4,51992951.72,41320.5098,72372020.91,48734.67191
726,20640,Giddings ISD,Giddings,-5,144901,144-901,144901,4820640,6,676814475.7,186707.3829,912588039.3,216896.048
387,20700,Gilmer ISD,Gilmer,-5,230902,230-902,230902,4820700,6,553560765.1,213825.5496,787275557.4,255049.5146
467,20760,Gladewater ISD,Gladewater,-5,92901,092-901,92901,4820760,5,280087183.3,186744.7592,396613294,222279.2898
350,20790,Glasscock County ISD,Glasscock,-5,87901,087-901,87901,4820790,3,2324197967,192857.5002,3245538158,227900.5581
673,20850,Glen Rose ISD,Glen Rose,-5,213901,213-901,213901,4820850,3,510317177.6,121937.6098,718062590.2,144654.9166
671,20960,Godley ISD,Godley,-5,126911,126-911,126911,4820960,6,321204575.4,140027.8387,454220547.6,166549.9235
52,20970,Gold-Burg ISD,Gold-Burg,-5,169906,169-906,169906,4820970,4,398103058.4,119288.1521,578466739.6,143830.1045
583,21000,Goldthwaite Cons ISD,Goldthwaite Cons,-5,167901,167-901,167901,4821000,5,1063830331,303135.5755,1472097686,356606.8801
569,21030,Goliad ISD,Goliad,-5,88902,088-902,88902,4821030,3,2220566440,225876.674,2901067951,258151.4791
656,21060,Gonzales ISD,Gonzales,-5,89901,089-901,89901,4821060,4,1348945473,249385.7313,1793076534,287580.1943
792,21090,Goodrich ISD,Goodrich,-5,187903,187-903,187903,4821090,4,107232419,68539.51419,145795623.1,79880.50666
747,21150,Goose Creek Consolidated ISD,Goose Creek Cons,1,101911,101-911,101911,4821150,6,348024164,118057.2131,464881828.3,136464.2986
168,21180,Gordon ISD,Gordon,-5,182901,182-901,182901,4821180,7,419648452.6,146746.0766,595068307.3,174817.8011
106,21270,Gorman ISD,Gorman,-5,67904,067-904,67904,4821270,4,309644293.2,146220.08,435754972.9,173426.9382
156,21300,Grady ISD,Grady,-5,156905,156-905,156905,4821300,1,793479296.9,174723.9768,1118177142,207413.9683
382,21330,Graford ISD,Graford,-5,182902,182-902,182902,4821330,4,611261221.6,171858.2998,873041882.5,205348.593
160,21360,Graham ISD,Graham,-5,252901,252-901,252901,4821360,2,1400201685,254061.2918,2008402043,304264.4125
670,21390,Granbury ISD,Granbury,-5,111901,111-901,111901,4821390,5,649001901.1,175405.6804,917535164.5,208509.7437
241,21420,Grand Prairie ISD,Grand Prairie,-1,57910,057-910,57910,4821420,7,137968589,74791.50971,196183647.6,89277.90895
445,21450,Grand Saline ISD,Grand Saline,-5,234904,234-904,234904,4821450,3,272698448.8,122035.534,387133641,145418.5228
154,21480,Grandfalls-Royalty ISD,Grandfalls-Royalty,-5,238904,238-904,238904,4821480,3,471848902.3,114267.6221,652510260,134370.0006
862,21540,Grandview ISD,Grandview,-5,126904,126-904,126904,4821540,2,202462791.2,101849.8801,285240275.5,120883.5487
418,21560,Grandview-Hopkins ISD,Grandview-Hopkins,-5,90905,090-905,90905,4821560,5,335442886.9,82026.36768,504644167.1,100637.358
461,21590,Granger ISD,Granger,-5,246905,246-905,246905,4821590,4,255635976.7,101521.4453,348440170.7,118479.185
287,21600,Grape Creek ISD,Grape Creek,-5,226907,226-907,226907,4821600,3,443419120.4,109327.6826,615723013.8,128776.6727
151,21630,Grapeland ISD,Grapeland,-5,113902,113-902,113902,4821630,1,586858912.5,189326.4206,813041338.7,222714.0675
1004,21660,Grapevine-Colleyville ISD,Grapevine-Colleyville,-1,220906,220-906,220906,4821660,6,137815852.8,71111.16595,196760183,84979.49219
661,21720,Greenville ISD,Greenville,-5,116905,116-905,116905,4821720,5,346053840.8,139972.3177,496387212.7,167646.5391
225,21750,Greenwood ISD,Greenwood,-5,165902,165-902,165902,4821750,6,321907082.5,111915.2982,450784367.8,132469.2074
944,21780,Gregory-Portland ISD,Gregory-Portland,-5,205902,205-902,205902,4821780,7,262709408.4,95649.86804,338400200.1,108586.0354
458,21810,Groesbeck ISD,Groesbeck,-5,147902,147-902,147902,4821810,6,1288874548,226301.0826,1783532369,266288.9859
521,21840,Groom ISD,Groom,-5,33901,033-901,33901,4821840,7,622321594.4,141814.8715,933868192.8,173687.982
797,21900,Groveton ISD,Groveton,-5,228901,228-901,228901,4821900,4,1038698415,188468.3247,1425909900,220840.1345
473,21930,Gruver ISD,Gruver,-5,98901,098-901,98901,4821930,1,1365803856,198258.6905,2100275694,245755.7502
990,21960,Gunter ISD,Gunter,-5,91917,091-917,91917,4821960,7,171234247.5,69889.23479,247307927.7,83965.76489
210,21990,Gustine ISD,Gustine,-5,47903,047-903,47903,4821990,2,306880148,122003.4427,428231148.3,144098.1375
333,22020,Guthrie CSD,Guthrie CSD,-5,135001,135-001,135001,4822020,3,2249108185,198875.8732,3259133975,239408.7153
894,22050,Hale Center ISD,Hale Center,-5,95903,095-903,95903,4822050,1,405264441.6,123508.8907,593069788.4,149374.9294
394,22120,Hallettsville ISD,Hallettsville,-5,143901,143-901,143901,4822120,2,1285999562,267257.3912,1706503223,307819.5219
181,22140,Hallsburg ISD,Hallsburg,-5,161924,161-924,161924,4822140,6,83115856.38,49723.19212,115304358.3,58535.1073
218,22170,Hallsville ISD,Hallsville,-5,102904,102-904,102904,4822170,5,473224463.6,127586.6614,669913601.6,151877.4569
84,22230,Hamilton ISD,Hamilton,-5,97902,097-902,97902,4822230,4,1339079184,382289.1771,1863838488,451188.3457
50,22260,Hamlin ISD,Hamlin,-5,127903,127-903,127903,4822260,7,712364120.7,198260.2979,1016484388,236742.491
721,22320,Hamshire-Fannett ISD,Hamshire-Fannett,-5,123914,123-914,123914,4822320,2,686506156.7,154262.6759,918973645,178545.4193
523,22350,Happy ISD,Happy,-5,219901,219-901,219901,4822350,6,1047864421,259987.127,1555952805,316787.05
847,22380,Hardin ISD,Hardin,-5,146904,146-904,146904,4822380,1,547905686.7,156889.0825,740291083.2,182407.6076
850,22410,Hardin-Jefferson ISD,Hardin-Jefferson,-5,100905,100-905,100905,4822410,3,779056456.1,165869.5617,1048358059,192481.2023
646,22470,Harlandale ISD,Harlandale,0,15904,015-904,15904,4822470,5,37392973.52,29496.18127,49551509.8,33940.5756
217,22500,Harleton ISD,Harleton,-5,102905,102-905,102905,4822500,1,245323190.2,104477.8526,348544748.8,124485.2338
483,22530,Harlingen Cons ISD,Harlingen Cons,-1,31903,031-903,31903,4822530,5,225105919.9,80187.51651,279973360.5,89496.92688
591,22560,Harmony ISD,Harmony,-5,230905,230-905,230905,4822560,4,294822332.8,128795.5486,419606849.6,153674.0281
886,22590,Harper ISD,Harper,-5,86902,086-902,86902,4822590,5,998786674.7,249464.4811,1350032436,290006.4418
588,22620,Harrold ISD,Harrold,-5,244901,244-901,244901,4822620,4,525795261.8,130750.0393,768433639.7,158236.5677
42,22650,Hart ISD,Hart,-5,35902,035-902,35902,4822650,4,401924842.1,96634.21611,592362051.6,117320.0422
161,22680,Hartley ISD,Hartley,-5,103902,103-902,103902,4822680,6,961645226.6,178182.3176,1464476549,219815.3834
982,22710,Harts Bluff ISD,Harts Bluff,-5,225907,225-907,225907,4822710,1,76276379.48,61193.30515,109699298.9,73408.8973
135,22740,Haskell Cons ISD,Haskell Cons,-5,104901,104-901,104901,4822740,5,1144677002,235171.3884,1645948370,281985.009
356,22770,Hawkins ISD,Hawkins,-5,250902,250-902,250902,4822770,5,271450610.6,103804.9096,385367503.9,123709.8519
708,22800,Hawley ISD,Hawley,-5,127904,127-904,127904,4822800,3,304724067,112167.5002,432267074.3,133549.2634
811,10,Hays Cons ISD,Hays Cons,-1,105906,105-906,105906,4800010,2,562468334.2,152232.7442,755998227.3,176499.7183
600,22830,Hearne ISD,Hearne,-5,198905,198-905,198905,4822830,5,289151895.4,98667.60763,395139845.1,115342.5431
195,22850,Hedley ISD,Hedley,-5,65902,065-902,65902,4822850,2,792722029.6,230120.4972,1182262752,281148.2707
627,22890,Hemphill ISD,Hemphill,-5,202903,202-903,202903,4822890,4,1049169834,238931.3975,1449656925,280952.8932
740,22920,Hempstead ISD,Hempstead,-5,237902,237-902,237902,4822920,2,379546998.6,167371.4216,510565004.8,194087.3067
113,22970,Henderson ISD,Henderson,-5,201902,201-902,201902,4822970,7,944002343.4,427888.0694,1324685009,506742.3758
960,22980,Henrietta ISD,Henrietta,-5,39902,039-902,39902,4822980,2,1117268215,224199.726,1627022627,270557.8528
398,23010,Hereford ISD,Hereford,0,59901,059-901,59901,4823010,4,1836053374,218968.22,2735056591,267174.733
88,23040,Hermleigh ISD,Hermleigh,-5,208901,208-901,208901,4823040,7,395166329.8,144178.7359,560817285.3,171795.1311
83,23070,Hico ISD,Hico,-5,97903,097-903,97903,4823070,6,526865253.4,282323.9817,737004068.7,333836.7883
928,23100,Hidalgo ISD,Hidalgo,0,108905,108-905,108905,4823100,4,88384950.25,81157.88256,109673619.9,90403.58721
468,23140,Higgins ISD,Higgins,-5,148903,148-903,148903,4823140,3,604228434.2,117819.5199,925578220.8,145782.8356
174,23160,High Island ISD,High Island,-5,84903,084-903,84903,4823160,7,258604910.6,89515.79333,343865723.5,103208.0013
598,23190,Highland ISD,Highland,-5,177905,177-905,177905,4823190,2,665243661.3,123661.2808,936443309.1,146806.9179
240,23250,Highland Park ISD (Dallas),Highland Park (Dallas),0,57911,057-911,57911,4823250,5,16084789.86,17991.64821,22930089.17,21490.29182
492,35560,Highland Park ISD (Potter),Highland Park (Potter),-5,188903,188-903,188903,4835560,2,485818463.8,119814.1746,731630829.6,147242.3886
874,23280,Hillsboro ISD,Hillsboro,-5,109904,109-904,109904,4823280,3,336174130.4,160494.5863,470906009.5,189951.0182
784,23310,Hitchcock ISD,Hitchcock,-5,84908,084-908,84908,4823310,1,225285971.9,82772.89364,298124408.5,95232.89469
539,23370,Holland ISD,Holland,-5,14905,014-905,14905,4823370,2,205081101,109336.7256,280501916.4,127881.558
965,23400,Holliday ISD,Holliday,-5,5902,005-902,5902,4823400,4,626040964.2,159426.2005,910000081.3,192190.7259
882,23430,Hondo ISD,Hondo,-5,163904,163-904,163904,4823430,4,1385984589,271301.5771,1836688312,312214.6702
694,23460,Honey Grove ISD,Honey Grove,-5,74907,074-907,74907,4823460,4,579389165.8,192623.0449,840290950,232048.9393
328,23490,Hooks ISD,Hooks,-5,19902,019-902,19902,4823490,6,166444046.3,92465.66515,240628107.4,111220.0403
782,23640,Houston ISD,Houston,2,101912,101-912,101912,4823640,2,860308841.6,204355.6109,1149118940,236206.0702
620,23670,Howe ISD,Howe,-5,91905,091-905,91905,4823670,2,193115295.2,91346.34637,279318266.2,109837.762
327,23700,Hubbard ISD (Bowie),Hubbard (Bowie),-5,19913,019-913,19913,4823700,6,46498959.73,38999.9236,67160651.99,46872.00592
872,23730,Hubbard ISD (Hill),Hubbard (Hill),-5,109905,109-905,109905,4823730,3,164390743.2,70636.83414,229398645.3,83450.43032
99,23760,Huckabay ISD,Huckabay,-5,72908,072-908,72908,4823760,5,408377549.4,155812.6124,576582718.6,185151.3209
502,23790,Hudson ISD,Hudson,-5,3902,003-902,3902,4823790,3,197824897.9,101609.9267,273121381.6,119392.7244
753,23820,Huffman ISD,Huffman,-5,101925,101-925,101925,4823820,2,136392294.4,59583.31192,183393063.6,69138.69311
573,23850,Hughes Springs ISD,Hughes Springs,-5,34903,034-903,34903,4823850,2,299801935,111534.2534,429140012.9,133466.4744
845,23880,Hull-Daisetta ISD,Hull-Daisetta,-5,146905,146-905,146905,4823880,7,216022848.5,85210.6871,290730532.8,98936.27583
757,23910,Humble ISD,Humble,1,101913,101-913,101913,4823910,3,237055272.3,83753.00924,318366166.5,97104.32799
889,23970,Hunt ISD,Hunt,-5,133902,133-902,133902,4823970,2,450061442,131407.2469,604798720.3,152349.9732
501,24000,Huntington ISD,Huntington,-5,3904,003-904,3904,4824000,7,500516664.9,150908.8461,690064236.3,177250.9108
343,24030,Huntsville ISD,Huntsville,-5,236902,236-902,236902,4824030,4,1540681385,236179.7143,2102015223,275948.887
122,24060,Hurst-Euless-Bedford ISD,Hurst-Euless-Bedford,-1,220916,220-916,220916,4824060,3,121747107.8,67626.82919,173485494.2,80729.93811
823,24100,Hutto ISD,Hutto,-5,246906,246-906,246906,4824100,6,175686119.4,68725.41462,238677799.9,80122.61187
906,24120,Idalou ISD,Idalou,-5,152910,152-910,152910,4824120,4,316991494.5,98064.40915,460446856.7,118175.2745
55,24150,Industrial ISD,Industrial,-5,120905,120-905,120905,4824150,3,741796066.5,257172.542,972911478.6,294520.8289
938,24180,Ingleside ISD,Ingleside,-5,205903,205-903,205903,4824180,4,60682136.58,45463.36511,78019885.02,51552.28813
888,24210,Ingram ISD,Ingram,-5,133904,133-904,133904,4824210,4,538630696.4,166166.8725,725926977.8,192806.2386
432,24240,Iola ISD,Iola,-5,93903,093-903,93903,4824240,2,345541548.6,114552.009,471037126,133727.8629
964,24260,Iowa Park Cons ISD,Iowa Park Cons,-5,243903,243-903,243903,4824260,6,457637380.6,158558.1603,667701423.4,191528.0069
222,24300,Ira ISD,Ira,-5,208903,208-903,208903,4824300,1,317551826.8,119770.8346,450152861.6,142568.2091
374,24330,Iraan-Sheffield ISD,Iraan-Sheffield,-5,186903,186-903,186903,4824330,2,2227727599,259718.2689,3043467060,303607.3908
169,24360,Iredell ISD,Iredell,-5,18906,018-906,18906,4824360,7,384767330.2,121117.9576,538599847.6,143321.854
586,30360,Irion County ISD,Irion County,-5,118902,118-902,118902,4830360,5,2712139240,208548.0597,3742521256,244946.475
986,24420,Irving ISD,Irving,0,57912,057-912,57912,4824420,5,131890047.4,79479.26403,187968424,94914.2953
854,24450,Italy ISD,Italy,-5,70907,070-907,70907,4824450,1,154907308.5,68407.50279,217686433.5,81099.94783
858,24480,Itasca ISD,Itasca,-5,109907,109-907,109907,4824480,7,347860021.4,108464.7849,488725374,128532.6605
527,24530,Jacksboro ISD,Jacksboro,-5,119902,119-902,119902,4824530,5,1502950542,287853.5144,2162417753,345242.6612
842,24590,Jacksonville ISD,Jacksonville,-5,37904,037-904,37904,4824590,5,673391772.3,167832.7147,942048994.2,198456.7854
460,24600,Jarrell ISD,Jarrell,-5,246907,246-907,246907,4824600,3,210432895.3,83266.43304,287297502.5,97253.74379
790,24630,Jasper ISD,Jasper,-5,121904,121-904,121904,4824630,6,1084241818,212320.0828,1484784300,248381.2228
196,24660,Jayton-Girard ISD,Jayton-Girard,-5,132902,132-902,132902,4824660,6,2057918249,221227.7024,2955818456,265097.5726
29,24730,Jefferson ISD,Jefferson,-5,155901,155-901,155901,4824730,7,1041337033,224521.4312,1482969567,267728.0854
698,24750,Jim Hogg County ISD,Jim Hogg County,-5,124901,124-901,124901,4824750,5,2945345012,239237.8188,3724286072,269141.0945
711,24780,Jim Ned Cons ISD,Jim Ned Cons,-5,221911,221-911,221911,4824780,5,937892065.7,163950.8149,1318005950,194337.371
499,24810,Joaquin ISD,Joaquin,-5,210902,210-902,210902,4824810,5,348893532.6,211962.9351,487352704.3,250379.1003
831,24840,Johnson City ISD,Johnson City,-5,16901,016-901,16901,4824840,5,1386156173,213251.8846,1874441518,247944.096
81,24900,Jonesboro ISD,Jonesboro,-5,50909,050-909,50909,4824900,1,457119170,179820.452,634820619.1,211914.074
669,24930,Joshua ISD,Joshua,0,126905,126-905,126905,4824930,5,196475531.5,98783.907,277892124.3,117483.1464
532,24960,Jourdanton ISD,Jourdanton,-5,7902,007-902,7902,4824960,1,721974083,178960.0128,946184344.2,204856.4094
956,24990,Judson ISD,Judson,-1,15916,015-916,15916,4824990,4,144046960,104799.2335,191627579.9,120865.4022
879,25020,Junction ISD,Junction,-5,134901,134-901,134901,4825020,2,2843534432,268667.505,3858397691,312731.6928
216,25110,Karnack ISD,Karnack,-5,102901,102-901,102901,4825110,2,361017312.5,120297.2579,512570545.2,143337.108
531,25140,Karnes City ISD,Karnes City,-5,128901,128-901,128901,4825140,6,933983726.5,246515.4214,1227532553,282500.6843
774,25170,Katy ISD,Katy,1,101914,101-914,101914,4825170,3,445422269.2,127982.2106,595693771.5,147978.8208
145,25200,Kaufman ISD,Kaufman,0,129903,129-903,129903,4825200,2,428477197.1,134758.1105,607352600,160459.1009
668,25230,Keene ISD,Keene,-5,126906,126-906,126906,4825230,2,12948716.31,21429.45815,18285505.31,25464.4618
999,25260,Keller ISD,Keller,0,220907,220-907,220907,4825260,7,130978842.3,75172.22309,187021294.9,89828.86202
293,25290,Kelton ISD,Kelton,-5,242905,242-905,242905,4825290,5,346310821.9,99630.25639,521768931.2,122349.6574
144,25320,Kemp ISD,Kemp,-5,129904,129-904,129904,4825320,3,439507988.5,140947.8993,620553728.1,167447.1304
916,25410,Kenedy County-Wide CSD,Kenedy County-Wide CSD,-5,131001,131-001,131001,4825410,6,5027551267,298233.3338,6342276574,335008.3388
345,25440,Kenedy ISD,Kenedy,-5,128902,128-902,128902,4825440,1,345923389.6,143440.6377,453125301.5,164109.4778
27,25470,Kennard ISD,Kennard,-5,113906,113-906,113906,4825470,5,851362431.4,206965.3964,1177162100,243355.7818
121,25500,Kennedale ISD,Kennedale,-5,220914,220-914,220914,4825500,7,27410190.16,28182.36776,38907466.5,33577.15174
194,25530,Kerens ISD,Kerens,-5,175907,175-907,175907,4825530,7,565093455.4,163752.593,793170917.3,193981.5691
409,25560,Kermit ISD,Kermit,-5,248901,248-901,248901,4825560,3,1031066655,155547.5415,1441690806,183904.7866
885,25590,Kerrville ISD,Kerrville,0,133903,133-903,133903,4825590,7,428280268.5,133876.4905,575318279.9,155081.2306
116,25620,Kilgore ISD,Kilgore,-5,92902,092-902,92902,4825620,3,254838208.6,113197.9793,359596468,134460.0763
549,25660,Killeen ISD,Killeen,1,14906,014-906,14906,4825660,1,922997949.1,220673.614,1268985255,258768.441
24,25680,Kingsville ISD,Kingsville,-5,137901,137-901,137901,4825680,5,267278046,118043.1627,341509595.3,133418.4375
789,25710,Kirbyville Cons ISD,Kirbyville Cons,-5,121905,121-905,121905,4825710,4,635161884.1,187049.5413,864953454.6,218298.526
759,25740,Klein ISD,Klein,0,101915,101-915,101915,4825740,3,213255622.5,109167.7235,286655162.8,126572.2562
73,25790,Klondike ISD,Klondike,-5,58905,058-905,58905,4825790,2,1453432789,249993.7722,2059010850,297703.7439
429,25800,Knippa ISD,Knippa,-5,232901,232-901,232901,4825800,7,282501976.5,108150.9507,373717324.9,124359.2094
137,25870,Knox City-O'Brien Cons ISD,Knox City-O'Brien Cons,-5,138902,138-902,138902,4825870,6,372308377.3,113788.046,537273729.6,136691.3107
868,25890,Kopperl ISD,Kopperl,-5,18907,018-907,18907,4825890,4,297105286.7,143309.4659,416672864.6,169710.083
718,25920,Kountze ISD,Kountze,-5,100903,100-903,100903,4825920,1,655408860.2,163718.6357,887362904.9,190467.0081
386,25950,Kress ISD,Kress,-5,219905,219-905,219905,4825950,7,676621328.3,130592.6195,996863385,158338.4751
1020,25980,Krum ISD,Krum,-5,61905,061-905,61905,4825980,4,190016303,84620.54907,273373071.1,101470.5231
933,26040,La Feria ISD,La Feria,0,31905,031-905,31905,4826040,1,91997538.85,43811.00308,114337703.4,48876.0782
486,26070,La Gloria ISD,La Gloria,-5,125906,125-906,125906,4826070,2,118875036.8,48387.15574,151069334.1,54485.98042
436,26100,La Grange ISD,La Grange,-5,75902,075-902,75902,4826100,1,816209978.1,171712.5723,1094320518,198803.3525
918,26130,La Joya ISD,La Joya,1,108912,108-912,108912,4826130,5,543501524.5,119244.2478,677248747.1,133158.6908
751,26190,La Porte ISD,La Porte,0,101916,101-916,101916,4826190,4,147068084.7,60759.75041,196118393,70131.95799
203,26250,La Pryor ISD,La Pryor,-5,254902,254-902,254902,4826250,2,794927996.8,157421.0618,1044966480,180418.7959
970,26280,La Vega ISD,La Vega,-5,161906,161-906,161906,4826280,5,86528429.88,65453.93285,120144590.6,77147.68941
494,26310,La Vernia ISD,La Vernia,-5,247903,247-903,247903,4826310,6,293307670.4,90857.073,388698183,104590.8943
930,26340,La Villa ISD,La Villa,-5,108914,108-914,108914,4826340,2,93500701.08,43310.88407,116468998.5,48373.1306
653,26370,Lackland ISD,Lackland,-5,15913,015-913,15913,4826370,2,26746927.51,33227.97716,35461660.37,38272.50244
830,26400,Lago Vista ISD,Lago Vista,-5,227912,227-912,227912,4826400,5,89196881.17,53283.68355,120896034.3,62014.29079
1005,26430,Lake Dallas ISD,Lake Dallas,-5,61912,061-912,61912,4826430,2,43870539.79,35289.2908,62915519.5,42263.43132
824,26470,Lake Travis ISD,Lake Travis,-5,227913,227-913,227913,4826470,3,301831934.7,138099.1702,408306199.9,160639.486
120,26490,Lake Worth ISD,Lake Worth,-5,220910,220-910,220910,4826490,4,22238330.07,36923.18026,31682262.67,44056.13118
770,26580,Lamar Cons ISD,Lamar Cons,1,79901,079-901,79901,4826580,1,994716209.7,337003.6642,1323547411,388707.7488
72,26610,Lamesa ISD,Lamesa,-5,58906,058-906,58906,4826610,5,887235610.7,177221.1457,1262363407,211461.0613
548,26640,Lampasas ISD,Lampasas,-5,141901,141-901,141901,4826640,6,1565457457,333182.3955,2151776780,390592.3156
239,26670,Lancaster ISD,Lancaster,-5,57913,057-913,57913,4826670,1,96781110.24,48450.81453,137222539.2,57696.67771
112,26700,Laneville ISD,Laneville,-5,201903,201-903,201903,4826700,4,325116531.6,210377.807,454787839.4,248825.328
509,26220,LaPoynor ISD,LaPoynor,-5,107910,107-910,107910,4826220,5,391512824.1,124462.7177,549318009.3,147427.9793
683,26790,Laredo ISD,Laredo,-1,240901,240-901,240901,4826790,2,34773877.52,30167.75184,44385443.34,34094.46376
917,26850,Lasara ISD,Lasara,-5,245901,245-901,245901,4826850,2,171302180.2,55139.61177,214244862.6,61665.81255
150,26910,Latexo ISD,Latexo,-5,113905,113-905,113905,4826910,7,248650346.1,93231.5419,343690778.6,109595.355
397,26970,Lazbuddie ISD,Lazbuddie,-5,185904,185-904,185904,4826970,4,514408019.2,101693.4236,758227639.1,123407.5633
876,27000,Leakey ISD,Leakey,-5,193902,193-902,193902,4827000,7,1095132347,178240.1439,1465872509,206308.8998
829,27030,Leander ISD,Leander,0,246913,246-913,246913,4827030,6,515860875.5,153901.8064,700272301.3,179284.1385
326,27060,Leary ISD,Leary,-5,19914,019-914,19914,4827060,1,25353262.31,22905.09172,36635277.11,27532.51297
417,27090,Lefors ISD,Lefors,-5,90902,090-902,90902,4827090,1,372421309.4,103603.8259,561313158.9,127127.9394
801,27120,Leggett ISD,Leggett,-5,187906,187-906,187906,4827120,1,252156827.4,90196.96064,344372007.6,105373.5545
603,27180,Leon ISD,Leon,-5,145911,145-911,145911,4827180,7,798490465.7,205796.7973,1101182199,241595.3253
268,27210,Leonard ISD,Leonard,-5,74909,074-909,74909,4827210,4,168400133.7,91774.97578,242841271.6,110211.5737
581,27240,Levelland ISD,Levelland,-5,110902,110-902,110902,4827240,6,819035631.5,171867.3505,1187016568,206956.0488
109,27270,Leveretts Chapel ISD,Leveretts Chapel,-5,201904,201-904,201904,4827270,1,30254457.43,31921.17332,42664345.65,37906.28483
1009,27300,Lewisville ISD,Lewisville,-1,61902,061-902,61902,4827300,1,323555653.1,110510.6271,463275469.2,132221.2553
813,27330,Lexington ISD,Lexington,-5,144902,144-902,144902,4827330,2,777258931.1,231719.5597,1052753687,269703.2624
807,27420,Liberty Hill ISD,Liberty Hill,-5,246908,246-908,246908,4827420,3,284145462,114726.5489,387007431.7,133869.0001
846,27450,Liberty ISD,Liberty,-5,146906,146-906,146906,4827450,3,343411125.2,106704.6601,461159125.2,123665.1587
325,27390,Liberty-Eylau ISD,Liberty-Eylau,-5,19908,019-908,19908,4827390,1,185581571.1,89618.78593,267454522.9,107609.572
