FID,SDLEA10,NAME,NAME2,E1E2_STAAR,DISTRICT_N,DISTRICT,DISTRICT_C,NCES_DISTR,COLOR,Shape_area,Shape_len,Shape__Area,Shape__Length
444,27510,Lindale ISD,Lindale,-5,212903,212-903,212903,4827510,3,416714207.3,157407.4959,589967105.9,187303.3103
572,27540,Linden-Kildare Cons ISD,Linden-Kildare Cons,-5,34905,034-905,34905,4827540,3,708309784.1,175700.357,1013118122,210039.6831
594,27570,Lindsay ISD,Lindsay,-5,49907,049-907,49907,4827570,1,105716722,67629.17289,153329427.6,81446.31122
105,27600,Lingleville ISD,Lingleville,-5,72909,072-909,72909,4827600,7,313108577.6,177955.7315,440971584.4,211169.9344
637,27630,Lipan ISD,Lipan,-5,111902,111-902,111902,4827630,1,304889767.1,104264.7547,431604642.5,124031.7008
390,27690,Little Cypress-Mauriceville Cons ISD,Little Cypress-Mauriceville Cons,-5,181908,181-908,181908,4827690,4,261485105,121078.0778,352577686.9,140505.1746
1008,27720,Little Elm ISD,Little Elm,-5,61914,061-914,61914,4827720,6,99146315.17,53651.674,142266774.9,64265.86277
290,27750,Littlefield ISD,Littlefield,-5,140904,140-904,140904,4827750,3,572520895.4,138653.7962,835289660.7,167455.9824
798,27780,Livingston ISD,Livingston,0,187907,187-907,187907,4827780,2,852925737.7,270934.3896,1162492921,316287.9176
806,27810,Llano ISD,Llano,-5,150901,150-901,150901,4827810,3,2331455838,255119.3191,3176923975,297668.0278
810,27870,Lockhart ISD,Lockhart,0,28902,028-902,28902,4827870,6,870307481.8,169456.6969,1166064813,196113.0576
257,27890,Lockney ISD,Lockney,-5,77902,077-902,77902,4827890,1,651365639.6,169625.2854,955534715.6,205417.8789
186,27930,Lohn ISD,Lohn,-5,160905,160-905,160905,4827930,5,439309875,113078.3277,606704847.8,132940.8003
155,27960,Lometa ISD,Lometa,-5,141902,141-902,141902,4827960,4,641097498.5,153604.4148,883695915.9,180289.2973
612,27990,London ISD,London,-5,178906,178-906,178906,4827990,6,225363620.9,67658.24084,288302783.8,76518.89787
262,28020,Lone Oak ISD,Lone Oak,-5,116906,116-906,116906,4828020,3,234877406.1,97364.1663,336039707.1,116451.1732
466,28110,Longview ISD,Longview,0,92903,092-903,92903,4828110,1,279755804.8,120492.0005,395876751.8,143382.3998
148,28140,Loop ISD,Loop,-5,83902,083-902,83902,4828140,7,554706583.6,98515.07914,791040492.6,117631.0715
221,28170,Loraine ISD,Loraine,-5,168902,168-902,168902,4828170,3,423311289.2,122599.2917,597139316.3,145735.7192
457,28200,Lorena ISD,Lorena,-5,161907,161-907,161907,4828200,5,157762602.1,109449.9469,218107236.9,128682.4432
911,28230,Lorenzo ISD,Lorenzo,-5,54902,054-902,54902,4828230,7,507702528.8,180758.2272,736300340.2,217717.8425
482,28290,Los Fresnos Cons ISD,Los Fresnos Cons,0,31906,031-906,31906,4828290,1,1262079512,220530.3395,1568846502,245936.0936
95,28350,Louise ISD,Louise,-5,241906,241-906,241906,4828350,4,445074542.9,115404.5639,586934720.1,132548.5028
679,28380,Lovejoy ISD,Lovejoy,-5,43919,043-919,43919,4828380,7,44105178.7,42489.2332,63236292.97,50887.18532
149,28410,Lovelady ISD,Lovelady,-5,113903,113-903,113903,4828410,7,841617575.8,175718.5502,1156812957,205997.0047
905,28500,Lubbock ISD,Lubbock,1,152901,152-901,152901,4828500,3,225674008.3,61964.81997,326816013,74575.09167
912,15180,Lubbock-Cooper ISD,Lubbock-Cooper,-5,152906,152-906,152906,4815180,5,303042478,83335.17641,437634220.3,100093.0086
714,28530,Lueders-Avoca ISD,Lueders-Avoca,-5,127905,127-905,127905,4828530,6,612574884.8,163588.9967,872967036,195239.8104
500,28550,Lufkin ISD,Lufkin,0,3903,003-903,3903,4828550,2,419311010.3,149902.6595,578966197.5,176199.0366
658,28590,Luling ISD,Luling,-5,28903,028-903,28903,4828590,7,298364524.7,133796.6349,398231460.6,154612.9324
719,13530,Lumberton ISD,Lumberton,-5,100907,100-907,100907,4813530,2,153743564.7,84904.03149,207434795.5,98642.39451
921,28620,Lyford Cons ISD,Lyford Cons,-5,245902,245-902,245902,4828620,6,923380700.2,201576.2232,1152557717,224918.1891
534,28650,Lytle ISD,Lytle,-5,7904,007-904,7904,4828650,7,112825931,56641.09268,149037584.6,65081.86062
451,28680,Mabank ISD,Mabank,-5,129905,129-905,129905,4828680,1,334375535,133176.5101,472202016,158267.2228
434,28710,Madisonville Cons ISD,Madisonville Cons,-5,154901,154-901,154901,4828710,1,1072083153,223564.066,1468213184,261557.5583
760,28740,Magnolia ISD,Magnolia,0,170906,170-906,170906,4828740,4,387610751.9,137664.3974,522753086.5,159896.946
477,28780,Malakoff ISD,Malakoff,-5,107906,107-906,107906,4828780,5,291393196.1,144268.5887,409857848.4,171053.0782
870,28800,Malone ISD,Malone,-5,109908,109-908,109908,4828800,1,118524594.3,72300.70827,165736214.7,85491.82662
324,28830,Malta ISD,Malta,-5,19910,019-910,19910,4828830,3,43713704.77,38215.79828,63198452.5,45977.65965
818,28890,Manor ISD,Manor,1,227907,227-907,227907,4828890,2,231293233.4,108755.3336,312757539.7,126461.0583
314,28920,Mansfield ISD,Mansfield,0,220908,220-908,220908,4828920,3,242793511.1,105065.396,344188855.8,125135.9818
271,28980,Marathon ISD,Marathon,-5,22902,022-902,22902,4828980,2,5239479769,344047.5933,7044778163,398930.2759
828,29010,Marble Falls ISD,Marble Falls,0,27904,027-904,27904,4829010,7,761748597.5,153660.1087,1034802925,179066.3182
98,29040,Marfa ISD,Marfa,-5,189901,189-901,189901,4829040,5,7862322777,444272.0654,10554218899,514884.1489
950,29100,Marion ISD,Marion,-5,94904,094-904,94904,4829100,5,217192271.3,95652.93732,288972405,110326.6001
456,29130,Marlin ISD,Marlin,0,73903,073-903,73903,4829130,5,782716052.6,184048.2288,1080152040,216181.9833
215,29160,Marshall ISD,Marshall,-5,102902,102-902,102902,4829160,6,903697029.6,193991.6648,1279369666,230803.9698
455,29190,Mart ISD,Mart,-5,161908,161-908,161908,4829190,7,407595969,150697.4052,565247688.1,177426.8778
443,29220,Martins Mill ISD,Martins Mill,-5,234905,234-905,234905,4829220,3,167018612.4,90854.79824,235954050.9,107990.7067
303,29250,Martinsville ISD,Martinsville,-5,174909,174-909,174909,4829250,3,170880915.7,115651.0532,237525294.3,136308.5889
877,29280,Mason ISD,Mason,-5,157901,157-901,157901,4829280,6,2564106008,287118.0926,3496363261,335380.572
59,29370,Matagorda ISD,Matagorda,-5,158904,158-904,158904,4829370,3,369651472.9,83230.20545,482967935.7,95175.75539
557,29400,Mathis ISD,Mathis,-5,205904,205-904,205904,4829400,5,442541904.5,172823.8032,571577517.1,196399.6079
323,29460,Maud ISD,Maud,-5,19903,019-903,19903,4829460,7,103819664.9,71057.79919,149552889.4,85320.43574
209,29520,May ISD,May,-5,25905,025-905,25905,4829520,3,533800991.3,135355.8919,746918023.9,160119.4407
860,29580,Maypearl ISD,Maypearl,-5,70915,070-915,70915,4829580,4,203980868.3,71920.06269,287498768.5,85440.00849
924,29670,McAllen ISD,McAllen,-1,108906,108-906,108906,4829670,1,91917143.68,52127.16976,114320056.4,58174.62503
79,29700,McCamey ISD,McCamey,-5,231901,231-901,231901,4829700,1,1054491077,140737.7424,1454364783,165443.9707
814,29760,McDade ISD,McDade,-5,11905,011-905,11905,4829760,7,168201392.7,70082.42787,227147342.2,81447.97722
180,29820,McGregor ISD,McGregor,-5,161909,161-909,161909,4829820,7,213415550,83017.24808,295382978.9,97656.89175
993,29850,McKinney ISD,McKinney,0,43907,043-907,43907,4829850,1,280834867.9,181867.86,403537566.3,218026.713
420,29880,McLean ISD,McLean,-5,90903,090-903,90903,4829880,6,936361503.9,198944.5247,1405608917,243697.9807
571,29910,McLeod ISD,McLeod,-5,34906,034-906,34906,4829910,6,85477732.89,49353.30807,122078438,58985.01883
703,29940,McMullen County ISD,McMullen County,-5,162904,162-904,162904,4829940,4,2990552927,222290.7759,3882875706,253408.4351
146,30000,Meadow ISD,Meadow,-5,223902,223-902,223902,4830000,3,403320448,114556.0406,580960114.9,137394.7613
892,30030,Medina ISD,Medina,-5,10901,010-901,10901,4830030,5,791017634.9,179349.5716,1058039010,207285.8911
635,30060,Medina Valley ISD,Medina Valley,-5,163908,163-908,163908,4830060,1,751607838.6,185907.6494,997071977.7,214146.642
737,30120,Melissa ISD,Melissa,-5,43908,043-908,43908,4830120,5,80997229.42,64692.28717,116552524.5,77577.30429
4,30180,Memphis ISD,Memphis,-5,96904,096-904,96904,4830180,7,1729846859,245240.2207,2560446422,298274.1905
138,30210,Menard ISD,Menard,-5,164901,164-901,164901,4830210,7,2237688691,216587.2155,3061271866,253228.1992
936,30250,Mercedes ISD,Mercedes,1,108907,108-907,108907,4830250,5,118818074.6,51985.60415,147568952.5,58013.59887
866,30300,Meridian ISD,Meridian,-5,18902,018-902,18902,4830300,4,372877015.4,172607.557,521255987.8,204027.9656
46,30340,Merkel ISD,Merkel,-5,221904,221-904,221904,4830340,4,716110118.5,208879.1242,1012567004,248482.3086
622,30390,Mesquite ISD,Mesquite,-1,57914,057-914,57914,4830390,7,141977788.2,70511.07108,202027431.3,84146.87706
405,30420,Mexia ISD,Mexia,-5,147903,147-903,147903,4830420,4,439335130.9,137055.1676,610766201.1,161627.9176
513,30450,Meyersville ISD,Meyersville,-5,62906,062-906,62906,4830450,1,247805616,100937.725,325722652.9,115721.6152
416,30480,Miami ISD,Miami,-5,197902,197-902,197902,4830480,3,2019998468,257956.0326,3073303909,318260.1032
224,30570,Midland ISD,Midland,0,165901,165-901,165901,4830570,7,2004780282,211025.6294,2798210307,249365.1983
13,30600,Midlothian ISD,Midlothian,-5,70908,070-908,70908,4830600,1,291479290.4,83339.83655,412263057.8,99103.35012
381,30660,Midway ISD (Clay),Midway (Clay),0,39905,039-905,39905,4830660,4,667969573.9,169033.1744,967017197.7,203297.6874
179,30640,Midway ISD (McLennan),Midway (McLennan),0,161903,161-903,161903,4830640,3,224782191.7,123347.8296,311467440.4,145184.849
307,30690,Milano ISD,Milano,-5,166903,166-903,166903,4830690,3,356318895.3,113534.2012,485752882,132617.7873
193,30720,Mildred ISD,Mildred,-5,175910,175-910,175910,4830720,4,222373702.6,96099.39282,311448677,113710.8734
64,30750,Miles ISD,Miles,-5,200902,200-902,200902,4830750,5,364958588.9,115020.5403,506976802.4,135538.9421
859,30780,Milford ISD,Milford,-5,70909,070-909,70909,4830780,6,156145655.5,85662.41228,219292445.8,101537.3276
378,30810,Miller Grove ISD,Miller Grove,-5,112907,112-907,112907,4830810,4,173458843.3,75321.20411,248255162.1,90104.76048
349,30870,Millsap ISD,Millsap,-5,184904,184-904,184904,4830870,5,246299618.5,109193.6884,350324849.5,130238.6753
355,30930,Mineola ISD,Mineola,-5,250903,250-903,250903,4830930,6,236236690.5,108213.7755,335554399.6,128960.3166
348,30950,Mineral Wells ISD,Mineral Wells,-5,182903,182-903,182903,4830950,7,333632270.1,103924.7797,475484382.7,124090.4968
923,31040,Mission Cons ISD,Mission Cons,1,108908,108-908,108908,4831040,3,108747414.7,66212.72687,135327816,73990.73734
153,31170,Monahans-Wickett-Pyote ISD,Monahans-Wickett-Pyote,-5,238902,238-902,238902,4831170,1,1289483449,181819.2692,1788051645,213956.428
76,31200,Montague ISD,Montague,-5,169908,169-908,169908,4831200,5,65515075.29,50198.37994,95045261.95,60458.86132
920,31230,Monte Alto ISD,Monte Alto,-5,108915,108-915,108915,4831230,3,120125191.4,46710.88195,149909747.2,52196.56722
372,31260,Montgomery ISD,Montgomery,-5,170903,170-903,170903,4831260,3,603601188,142258.8556,817423025.1,165538.7302
547,31290,Moody ISD,Moody,-5,161910,161-910,161910,4831290,6,260983390.7,100338.8328,360096131,117858.0301
715,31320,Moran ISD,Moran,-5,209902,209-902,209902,4831320,3,534738452.4,139889.2443,757817075,166425.7513
865,31380,Morgan ISD,Morgan,-5,18903,018-903,18903,4831380,1,160838997.6,109880.1805,225174360.2,130014.2063
167,31410,Morgan Mill ISD,Morgan Mill,-5,72910,072-910,72910,4831410,4,191535798.6,87588.3709,270577309.2,104115.5971
396,31470,Morton ISD,Morton,-5,40901,040-901,40901,4831470,3,596154163,151976.6885,866163534.1,183119.6976
256,31500,Motley County ISD,Motley County,-5,173901,173-901,173901,4831500,4,2633804447,240897.2253,3855351312,291504.7853
130,31560,Moulton ISD,Moulton,-5,143902,143-902,143902,4831560,6,286380912.2,102779.0799,381200787,118527.7894
968,31620,Mount Calm ISD,Mount Calm,-5,109910,109-910,109910,4831620,5,128839333.3,66307.65869,179498757.7,78268.12956
111,31650,Mount Enterprise ISD,Mount Enterprise,-5,201907,201-907,201907,4831650,6,197227631.2,84441.36237,275545869.5,99753.61402
976,31760,Mount Pleasant ISD,Mount Pleasant,-5,225902,225-902,225902,4831760,5,695307478,269683.6661,999114250.3,323456.5423
983,31770,Mount Vernon ISD,Mount Vernon,-5,80901,080-901,80901,4831770,1,650269065.5,166977.1792,933614008.2,200299.7369
593,31860,Muenster ISD,Muenster,-5,49902,049-902,49902,4831860,6,493268862.1,141005.9365,716012590.2,169983.3607
559,31890,Muleshoe ISD,Muleshoe,-5,9901,009-901,9901,4831890,5,1210567702,186719.7146,1775444313,226058.5667
208,31920,Mullin ISD,Mullin,0,167902,167-902,167902,4831920,7,644695666.3,176409.7131,894293169,207836.7912
599,31950,Mumford ISD,Mumford,-5,198906,198-906,198906,4831950,3,104129460.4,49723.41419,142060919.6,58058.25092
441,31970,Munday Cons ISD,Munday Cons,-5,138903,138-903,138903,4831970,2,504018702,150890.8352,728225648.3,181412.6792
476,32010,Murchison ISD,Murchison,-5,107908,107-908,107908,4832010,4,32008567.32,29628.25289,45089052.5,35176.53969
302,32090,Nacogdoches ISD,Nacogdoches,0,174904,174-904,174904,4832090,1,577559358.1,263891.7786,801896562.7,310858.2648
298,32130,Natalia ISD,Natalia,-5,163903,163-903,163903,4832130,5,106206144.8,60271.18174,140323562.8,69289.69447
949,32160,Navarro ISD,Navarro,-5,94903,094-903,94903,4832160,3,222805075.8,78614.13224,297352863.3,90807.00126
741,32190,Navasota ISD,Navasota,0,93904,093-904,93904,4832190,7,949185988.9,200949.7008,1284739810,233775.9517
41,32220,Nazareth ISD,Nazareth,-5,35903,035-903,35903,4832220,2,280901465.4,86681.77755,415448868.1,105427.8166
508,32250,Neches ISD,Neches,-5,1906,001-906,1906,4832250,1,208110820.2,94609.36152,290835515.5,111858.3875
567,32280,Nederland ISD,Nederland,-5,123905,123-905,123905,4832280,2,48847706.55,35229.03302,65572362.56,40827.00606
777,32310,Needville ISD,Needville,-5,79906,079-906,79906,4832310,2,518384735.5,147931.7035,687260797.6,170337.1143
322,32340,New Boston ISD,New Boston,-5,19905,019-905,19905,4832340,1,276402356.5,134377.7494,399272087.5,161531.732
951,32370,New Braunfels ISD,New Braunfels,0,46901,046-901,46901,4832370,3,192725512.4,88610.03537,257331826,102390.8399
756,32400,New Caney ISD,New Caney,1,170908,170-908,170908,4832400,4,223556613.5,76882.61044,301057316.2,89189.13149
903,32430,New Deal ISD,New Deal,-5,152902,152-902,152902,4832430,2,310929954.8,101517.1532,451914036.6,122388.9732
214,32460,New Diana ISD,New Diana,-5,230906,230-906,230906,4832460,7,135447668.1,76062.97136,192574168.9,90710.11024
901,32490,New Home ISD,New Home,-5,153905,153-905,153905,4832490,7,349533600.6,84344.93266,503394737,101173.8383
835,32610,New Summerfield ISD,New Summerfield,-5,37908,037-908,37908,4832610,6,152078022,80675.28818,212909370.6,95458.49766
342,32640,New Waverly ISD,New Waverly,-5,236901,236-901,236901,4832640,1,267479546.1,84828.63571,363421785.2,98823.45452
159,32700,Newcastle ISD,Newcastle,-5,252902,252-902,252902,4832700,4,566982654,143257.8076,814291352.8,171709.6533
626,32730,Newton ISD,Newton,-5,176902,176-902,176902,4832730,7,1016656999,225607.722,1386698253,263475.2749
171,32740,Nixon-Smiley Cons ISD,Nixon-Smiley Cons,-5,89903,089-903,89903,4832740,3,960409805.2,195840.2581,1271518557,225428.1527
75,32790,Nocona ISD,Nocona,-5,169902,169-902,169902,4832790,1,414246834.6,162900.9317,602568389.3,196512.8534
517,32880,Nordheim ISD,Nordheim,-5,62902,062-902,62902,4832880,5,273067173.9,89319.92413,358700676.4,102378.7604
189,32910,Normangee ISD,Normangee,-5,145906,145-906,145906,4832910,6,460254353.9,138905.2432,631916818.9,162746.9802
955,32940,North East ISD,North East,1,15910,015-910,15910,4832940,3,342770040.1,113966.8468,456334945.4,131484.8203
175,32970,North Hopkins ISD,North Hopkins,-5,112906,112-906,112906,4832970,1,266385489.6,176934.9249,383258558,212216.962
700,33010,North Lamar ISD,North Lamar,-5,139911,139-911,139911,4833010,5,1064263960,227238.0095,1548079667,274017.9949
188,33030,North Zulch ISD,North Zulch,-5,154903,154-903,154903,4833030,5,214143478.3,82486.20618,292932989.4,96405.94612
654,33120,Northside ISD (Bexar),Northside (Bexar),1,15915,015-915,15915,4833120,7,819909644.6,192301.5391,1091124411,221858.2055
587,33090,Northside ISD (Wilbarger),Northside (Wilbarger),1,244905,244-905,244905,4833090,7,240716733.9,91837.17114,354080232.9,111386.3122
1018,33180,Northwest ISD,Northwest,1,61911,061-911,61911,4833180,4,605472814.1,178540.1803,866624221.8,213527.943
431,33240,Nueces Canyon Cons ISD,Nueces Canyon Cons,-5,69902,069-902,69902,4833240,6,2309787443,316018.9872,3086793083,365340.5432
53,33270,Nursery ISD,Nursery,-5,235904,235-904,235904,4833270,7,137080710.3,56399.2667,180153632.6,64666.46934
38,33390,O'Donnell ISD,O'Donnell,-5,153903,153-903,153903,4833390,3,840397611.5,179910.85,1201416843,215084.7041
404,33340,Oakwood ISD,Oakwood,-5,145907,145-907,145907,4833340,4,403816758.6,152854.3422,560084990.4,180044.7219
943,33360,Odem-Edroy ISD,Odem-Edroy,-5,205905,205-905,205905,4833360,7,296750182.6,120754.6191,382031944.1,136962.0583
183,33420,Oglesby ISD,Oglesby,-5,50904,050-904,50904,4833420,2,191348411.4,104171.7741,264669259.1,122542.0027
62,33570,Olfen ISD,Olfen,-5,200906,200-906,200906,4833570,5,56352565.34,38003.77031,78285433.02,44793.52069
526,33630,Olney ISD,Olney,-5,252903,252-903,252903,4833630,1,935892557.3,200871.188,1350755710,241328.0775
893,33660,Olton ISD,Olton,-5,140905,140-905,140905,4833660,2,898973993,180904.7272,1317333217,219037.8625
791,33690,Onalaska ISD,Onalaska,-5,187910,187-910,187910,4833690,1,188269580.1,69346.59593,257226523.1,81043.46622
485,33720,Orange Grove ISD,Orange Grove,-5,125903,125-903,125903,4833720,3,479032211,106926.4462,617267031.8,121309.7445
389,33780,Orangefield ISD,Orangefield,-5,181905,181-905,181905,4833780,7,183842040.6,99652.03357,247311745.3,115575.1664
28,33840,Ore City ISD,Ore City,-5,230903,230-903,230903,4833840,5,181287173.9,95633.21221,258275186,114101.635
110,33870,Overton ISD,Overton,-5,201908,201-908,201908,4833870,5,52010915.34,38353.98055,73316214.26,45582.68451
607,33900,Paducah ISD,Paducah,-5,51901,051-901,51901,4833900,5,2074496151,219142.1914,3035101196,265289.7786
45,33960,Paint Creek ISD,Paint Creek,-5,104907,104-907,104907,4833960,1,607303092.7,128215.8264,869329041.8,153356.9643
596,33980,Paint Rock ISD,Paint Rock,-5,48903,048-903,48903,4833980,1,821500445.5,175374.7882,1137729227,206225.6145
61,34020,Palacios ISD,Palacios,-5,158905,158-905,158905,4834020,5,1519469829,268960.4183,1983761629,307394.0184
507,34050,Palestine ISD,Palestine,-5,1907,001-907,1907,4834050,4,572393431,245400.3334,798815084.9,289790.4408
12,34110,Palmer ISD,Palmer,-5,70910,070-910,70910,4834110,3,142223241.9,74237.02691,201003858.4,88249.48136
347,34140,Palo Pinto ISD,Palo Pinto,-5,182906,182-906,182906,4834140,6,452167224.4,182730.9517,643789457.9,218061.1992
413,34170,Pampa ISD,Pampa,0,90904,090-904,90904,4834170,4,1175919369,206753.5612,1780505315,254570.904
68,34230,Panhandle ISD,Panhandle,-5,33902,033-902,33902,4834230,1,1454626594,172640.2833,2191303722,211973.5447
66,7,Panther Creek Cons ISD,Panther Creek Cons,-5,42905,042-905,42905,4800007,7,1427281296,250272.9533,1986256983,295288.3984
226,34260,Paradise ISD,Paradise,-5,249906,249-906,249906,4834260,2,187170079.9,89130.97143,268365318,106716.8484
689,34290,Paris ISD,Paris,0,139909,139-909,139909,4834290,2,58823590.05,46283.60327,85333938.09,55739.12504
744,34320,Pasadena ISD,Pasadena,1,101917,101-917,101917,4834320,7,154839019.5,66573.09846,206432076.3,76930.12154
5,34380,Patton Springs ISD,Patton Springs,-5,63906,063-906,63906,4834380,1,1007703766,147094.6794,1463564347,177193.3652
552,34410,Pawnee ISD,Pawnee,-5,13902,013-902,13902,4834410,6,390358265.9,129925.6031,509569604,148426.4582
779,34440,Pearland ISD,Pearland,0,20908,020-908,20908,4834440,6,112088848.4,63379.62082,149158095.3,73104.8249
617,34470,Pearsall ISD,Pearsall,-5,82903,082-903,82903,4834470,2,1926566627,301016.1697,2528469995,344885.7586
340,34500,Peaster ISD,Peaster,-5,184908,184-908,184908,4834500,4,146522146.1,88459.79747,209009517.9,105654.1763
31,34550,Pecos-Barstow-Toyah ISD,Pecos-Barstow-Toyah,-5,195901,195-901,195901,4834550,6,5839050194,482766.0184,8071717604,567956.9655
972,34560,Penelope ISD,Penelope,-5,109914,109-914,109914,4834560,6,125080336.6,65274.87583,174582953.1,77116.43346
380,34630,Perrin-Whitt Cons ISD,Perrin-Whitt Cons,-5,119903,119-903,119903,4834630,2,448214555.2,151892.4203,641449421.4,181748.6211
611,34650,Perryton ISD,Perryton,0,179901,179-901,179901,4834650,2,2054425394,204160.6713,3156400220,253054.881
900,34680,Petersburg ISD,Petersburg,-5,95904,095-904,95904,4834680,6,393620237,102990.335,574091241.3,124361.1762
961,34710,Petrolia Cons ISD,Petrolia Cons,-5,39903,039-903,39903,4834710,7,563395712.4,156590.7595,823822454.5,189302.84
556,34770,Pettus ISD,Pettus,-5,13903,013-903,13903,4834770,5,467768718.9,160615.7594,610694553.4,183604.388
979,34800,Pewitt Cons ISD,Pewitt Cons,-5,172905,172-905,172905,4834800,1,582384320.4,220683.8945,836849305,264629.1667
817,34830,Pflugerville ISD,Pflugerville,0,227904,227-904,227904,4834830,3,197517760.4,87945.38081,267676797.7,102365.5483
927,34860,Pharr-San Juan-Alamo ISD,Pharr-San Juan-Alamo,1,108909,108-909,108909,4834860,3,143301464.9,56913.49208,178098851.7,63453.72917
1016,34920,Pilot Point ISD,Pilot Point,-5,61903,061-903,61903,4834920,6,322812579.1,110803.2499,465640711.8,133079.9161
465,34980,Pine Tree ISD,Pine Tree,0,92904,092-904,92904,4834980,6,73053126.69,58179.25203,103377105.9,69225.41183
981,35010,Pittsburg ISD,Pittsburg,-5,32902,032-902,32902,4835010,3,577662899.5,177002.3307,825633890.4,211558.1615
424,35040,Plains ISD,Plains,-5,251902,251-902,251902,4835040,3,1548525039,187159.2186,2225224090,224345.73
255,35070,Plainview ISD,Plainview,0,95905,095-905,95905,4835070,5,1026717736,166536.993,1506554955,201643.799
998,35100,Plano ISD,Plano,0,43910,043-910,43910,4835100,3,248843849.3,85212.19661,356195951.3,101888.8448
321,35130,Pleasant Grove ISD,Pleasant Grove,-5,19912,019-912,19912,4835130,2,147430649.1,84521.93434,213265563.4,101685.7512
530,35190,Pleasanton ISD,Pleasanton,-5,7905,007-905,7905,4835190,3,1151931709,197654.3506,1511970136,226417.891
90,41580,Plemons-Stinnett-Phillips Cons ISD,Plemons-Stinnett-Phillips Cons,-5,117904,117-904,117904,4841580,1,904021729.4,198065.7683,1374640819,244220.9968
481,35250,Point Isabel ISD,Point Isabel,-5,31909,031-909,31909,4835250,7,797677984.8,217334.1276,990072233.8,242281.8308
1017,35310,Ponder ISD,Ponder,-5,61906,061-906,61906,4835310,3,139504095.3,71597.3364,200323396.3,85788.8901
230,35340,Poolville ISD,Poolville,-5,184901,184-901,184901,4835340,6,191044443.9,92092.98774,273141733.7,110131.8112
524,35370,Port Aransas ISD,Port Aransas,-5,178908,178-908,178908,4835370,3,284022911.2,109754.3453,364443892.3,124395.1738
566,35400,Port Arthur ISD,Port Arthur,-5,123907,123-907,123907,4835400,5,211016274.2,76274.32571,282743522,88310.74215
565,35430,Port Neches-Groves ISD,Port Neches-Groves,-5,123908,123-908,123908,4835430,6,69993223.16,45236.80347,93929310.85,52395.27838
36,35490,Post ISD,Post,0,85902,085-902,85902,4835490,5,2035904010,217055.9817,2921443891,259988.514
529,35520,Poteet ISD,Poteet,-5,7906,007-906,7906,4835520,4,444563132.7,120959.8163,585777472.1,138881.5176
605,35550,Poth ISD,Poth,-5,247904,247-904,247904,4835550,2,549106706.6,183317.9289,723014548.8,210362.4499
9,35580,Pottsboro ISD,Pottsboro,-5,91913,091-913,91913,4835580,2,249647800.4,106176.4636,363157661.1,128053.5149
657,35700,Prairie Lea ISD,Prairie Lea,-5,28906,028-906,28906,4835700,3,94646807.66,63917.65187,126440261.8,73882.55517
74,35730,Prairie Valley ISD,Prairie Valley,-5,169909,169-909,169909,4835730,5,266423084.6,115813.893,388430960.9,139841.2574
699,35740,Prairiland ISD,Prairiland,-5,139912,139-912,139912,4835740,6,620283886.5,209351.6,897800849.4,251970.4475
691,35760,Premont ISD,Premont,-5,125905,125-905,125905,4835760,1,435857389.8,103456.8187,555196807.3,116708.3454
97,35800,Presidio ISD,Presidio,-5,189902,189-902,189902,4835800,7,2086576960,431207.8777,2806985141,500260.9758
207,35820,Priddy ISD,Priddy,-5,167904,167-904,167904,4835820,6,246163318.1,108368.6146,342169758.3,127761.2134
678,35850,Princeton ISD,Princeton,-5,43911,043-911,43911,4835850,5,159268844.9,94572.09111,228518065.1,113317.5519
89,35890,Pringle-Morse Cons ISD,Pringle-Morse Cons,-5,98903,098-903,98903,4835890,7,962412153.5,211508.8442,1469664660,261271.4339
934,35910,Progreso ISD,Progreso,-5,108910,108-910,108910,4835910,1,58955600.94,41351.63617,73137722.03,46068.13422
1010,36000,Prosper ISD,Prosper,-5,43912,043-912,43912,4836000,4,151796561.8,75912.44218,218244601.3,90984.8342
422,36180,Quanah ISD,Quanah,-5,99903,099-903,99903,4836180,1,1448874668,195992.4705,2131177246,237772.9728
570,36210,Queen City ISD,Queen City,-5,34907,034-907,34907,4836210,6,292282855,136455.679,420048862.4,163570.9127
264,36240,Quinlan ISD,Quinlan,-5,116908,116-908,116908,4836240,6,385195376,176121.0997,549852355.1,210386.3294
354,36300,Quitman ISD,Quitman,-5,250904,250-904,250904,4836300,1,392924957.5,130974.3083,559840402,156365.2278
377,36360,Rains ISD,Rains,-5,190903,190-903,190903,4836360,1,610215070.8,144009.159,870460115.2,171996.4757
357,36390,Ralls ISD,Ralls,-5,54903,054-903,54903,4836390,6,784190552.2,193668.5322,1135894437,233131.6193
688,36420,Ramirez CSD,Ramirez CSD,-5,66005,066-005,66005,4836420,7,323626189.2,103685.157,411514669.9,116887.4874
644,36450,Randolph Field ISD,Randolph Field,-5,15906,015-906,15906,4836450,1,10946227.57,17147.89064,14558769.71,19778.37521
100,36480,Ranger ISD,Ranger,-5,67907,067-907,67907,4836480,7,480747873.9,123911.719,679820428,147329.8201
78,36510,Rankin ISD,Rankin,-5,231902,231-902,231902,4836510,6,2147351811,230091.9801,2969915023,270689.6022
915,36540,Raymondville ISD,Raymondville,0,245903,245-903,245903,4836540,5,330217806.2,105633.7178,413289044.3,118072.938
316,36570,Reagan County ISD,Reagan County,-5,192901,192-901,192901,4836570,1,3032927452,222374.8069,4190652794,261482.7068
320,36630,Red Lick ISD,Red Lick,-5,19911,019-911,19911,4836630,4,25085677.17,22122.11679,36246631.46,26595.34899
